from,to,type
Q115575390,Q116459886,sibling_any
Q115575390,Q130919959,sibling_any
Q115575390,Q131356643,sibling_any
Q115575415,Q116459886,sibling_any
Q115575415,Q130919959,sibling_any
Q115575415,Q131356643,sibling_any
Q115655966,Q115656448,sibling_any
Q115655966,Q115861033,sibling_any
Q115655966,Q115904050,sibling_any
Q115655966,Q129910745,sibling_any
Q115655966,Q131369585,sibling_any
Q115655966,Q97094276,sibling_any
Q115656445,Q125223690,sibling_any
Q115656445,Q125223923,sibling_any
Q115656445,Q125230058,sibling_any
Q115656448,Q115861033,sibling_any
Q115656448,Q115904050,sibling_any
Q115656448,Q129910745,sibling_any
Q115656448,Q131369585,sibling_any
Q115656448,Q97094276,sibling_any
Q115678575,Q75624098,sibling_any
Q115678575,Q76331283,sibling_any
Q115779527,Q99600447,sibling_any
Q115779540,Q127328853,sibling_any
Q115861033,Q115904050,sibling_any
Q115861033,Q129910745,sibling_any
Q115861033,Q131369585,sibling_any
Q115861033,Q97094276,sibling_any
Q115904050,Q129910745,sibling_any
Q115904050,Q131369585,sibling_any
Q115904050,Q97094276,sibling_any
Q116026824,Q99804021,sibling_any
Q116029022,Q99804286,sibling_any
Q116042263,Q96480775,sibling_any
Q116042288,Q75241165,sibling_any
Q116042288,Q75387414,sibling_any
Q116042288,Q75565176,sibling_any
Q116054227,Q76353307,sibling_any
Q116054343,Q122259973,sibling_any
Q116054343,Q16845627,sibling_any
Q116054485,Q75961235,sibling_any
Q116054596,Q130339412,sibling_any
Q116054596,Q75776431,sibling_any
Q116054866,Q116147728,sibling_any
Q116054866,Q116477835,sibling_any
Q116054866,Q99072497,sibling_any
Q116054866,Q99073219,sibling_any
Q116058827,Q61927402,sibling_any
Q116058827,Q75811441,sibling_any
Q116058827,Q75811446,sibling_any
Q116058827,Q99804421,sibling_any
Q116108905,Q75241251,sibling_any
Q116108912,Q18535774,sibling_any
Q116108912,Q317279,sibling_any
Q116108912,Q76273217,sibling_any
Q116108912,Q7851359,sibling_any
Q116110812,Q99070389,sibling_any
Q116115071,Q99070379,sibling_any
Q116118346,Q17479484,sibling_any
Q116125148,Q130340641,sibling_any
Q116136480,Q6257124,sibling_any
Q116136480,Q97568561,sibling_any
Q116145424,Q58327962,sibling_any
Q116145424,Q90177625,sibling_any
Q116145528,Q116478520,sibling_any
Q116145528,Q96244056,sibling_any
Q116145528,Q99066781,sibling_any
Q116146711,Q116155953,sibling_any
Q116146711,Q130358745,sibling_any
Q116146711,Q130358785,sibling_any
Q116146711,Q131347206,sibling_any
Q116146711,Q133461301,sibling_any
Q116146711,Q96244028,sibling_any
Q116146762,Q136506456,sibling_any
Q116146762,Q99082569,sibling_any
Q116147192,Q116155956,sibling_any
Q116147192,Q96244042,sibling_any
Q116147485,Q130340340,sibling_any
Q116147485,Q99069899,sibling_any
Q116147485,Q99082619,sibling_any
Q116147642,Q96244012,sibling_any
Q116147659,Q130338909,sibling_any
Q116147659,Q96244030,sibling_any
Q116147728,Q116477835,sibling_any
Q116147728,Q99072497,sibling_any
Q116147728,Q99073219,sibling_any
Q116147758,Q116155939,sibling_any
Q116147758,Q116477987,sibling_any
Q116147758,Q117306996,sibling_any
Q116147758,Q130340470,sibling_any
Q116147758,Q130340475,sibling_any
Q116147758,Q75961232,sibling_any
Q116147967,Q116148156,sibling_any
Q116147967,Q75961236,sibling_any
Q116147967,Q76048570,sibling_any
Q116148116,Q117307161,sibling_any
Q116148116,Q96244010,sibling_any
Q116148156,Q75961236,sibling_any
Q116148156,Q76048570,sibling_any
Q116155939,Q116477987,sibling_any
Q116155939,Q130340475,sibling_any
Q116155939,Q75961232,sibling_any
Q116155940,Q99070439,sibling_any
Q116155953,Q130358745,sibling_any
Q116155953,Q130358785,sibling_any
Q116155953,Q131347206,sibling_any
Q116155953,Q133461301,sibling_any
Q116155953,Q96244028,sibling_any
Q116155956,Q96244042,sibling_any
Q116155958,Q99069788,sibling_any
Q116156567,Q116478419,sibling_any
Q116156567,Q96244040,sibling_any
Q116156581,Q116156604,sibling_any
Q116156581,Q116478545,sibling_any
Q116156581,Q99066709,sibling_any
Q116156604,Q116478545,sibling_any
Q116156604,Q99066709,sibling_any
Q116168743,Q25712290,sibling_any
Q116168743,Q76201125,sibling_any
Q116168743,Q76220738,sibling_any
Q116171550,Q99804390,sibling_any
Q116174215,Q75769365,sibling_any
Q116177831,Q61913340,sibling_any
Q116177831,Q76174313,sibling_any
Q116177831,Q76183965,sibling_any
Q116177831,Q76345429,sibling_any
Q116177831,Q76345433,sibling_any
Q116177831,Q76345437,sibling_any
Q116177831,Q76345439,sibling_any
Q116177831,Q76358329,sibling_any
Q116180393,Q76331285,sibling_any
Q116265997,Q96305879,sibling_any
Q116459886,Q130919959,sibling_any
Q116459886,Q131356643,sibling_any
Q116477683,Q75387589,sibling_any
Q116477835,Q99072497,sibling_any
Q116477835,Q99073219,sibling_any
Q116477955,Q96243995,sibling_any
Q116477987,Q130340475,sibling_any
Q116477987,Q75961232,sibling_any
Q116478408,Q96244036,sibling_any
Q116478419,Q96244040,sibling_any
Q116478478,Q96244034,sibling_any
Q116478520,Q96244056,sibling_any
Q116478520,Q99066781,sibling_any
Q116478530,Q96244038,sibling_any
Q116478542,Q116479724,sibling_any
Q116478542,Q117306877,sibling_any
Q116478542,Q76283072,sibling_any
Q116478545,Q99066709,sibling_any
Q116478782,Q96244025,sibling_any
Q116478782,Q99070430,sibling_any
Q116479588,Q130358908,sibling_any
Q116479588,Q99070397,sibling_any
Q116479724,Q117306877,sibling_any
Q116479724,Q76283072,sibling_any
Q116480317,Q96219150,sibling_any
Q116812674,Q135682229,sibling_any
Q116812674,Q96244059,sibling_any
Q116812674,Q98399850,sibling_any
Q116812709,Q76048583,sibling_any
Q116812709,Q76214402,sibling_any
Q116812709,Q76273231,sibling_any
Q116868243,Q125604199,sibling_any
Q116868243,Q99769237,sibling_any
Q116924148,Q76197509,sibling_any
Q116924148,Q96414252,sibling_any
Q116924148,Q97536585,sibling_any
Q116924148,Q98103768,sibling_any
Q117289934,Q121856383,sibling_any
Q117289934,Q121863279,sibling_any
Q117289934,Q125986300,sibling_any
Q117289934,Q96201241,sibling_any
Q117305996,Q117306787,sibling_any
Q117305996,Q76273185,sibling_any
Q117305996,Q76273211,sibling_any
Q117305996,Q99082491,sibling_any
Q117306773,Q96244009,sibling_any
Q117306787,Q76273185,sibling_any
Q117306787,Q76273211,sibling_any
Q117306787,Q99082491,sibling_any
Q117306877,Q76283072,sibling_any
Q117306894,Q130338874,sibling_any
Q117306894,Q96244000,sibling_any
Q117306894,Q99070408,sibling_any
Q117306898,Q99070269,sibling_any
Q117306996,Q130340470,sibling_any
Q117306996,Q75961232,sibling_any
Q117307150,Q130648366,sibling_any
Q117307150,Q18821787,sibling_any
Q117307150,Q76214372,sibling_any
Q117307150,Q76214373,sibling_any
Q117307161,Q96244010,sibling_any
Q117450284,Q15441072,sibling_any
Q118164050,Q96201184,sibling_any
Q118164050,Q96215902,sibling_any
Q119010127,Q124744652,sibling_any
Q119010127,Q96777045,sibling_any
Q120326196,Q125417244,sibling_any
Q120326196,Q131447977,sibling_any
Q120326196,Q96216563,sibling_any
Q121394511,Q75765853,sibling_any
Q121394511,Q96237443,sibling_any
Q121686207,Q123930131,sibling_any
Q121686207,Q96202585,sibling_any
Q121856312,Q7324902,sibling_any
Q121856312,Q89267333,sibling_any
Q121856312,Q91807710,sibling_any
Q121856312,Q96202293,sibling_any
Q121856383,Q121863279,sibling_any
Q121856383,Q125986300,sibling_any
Q121856383,Q96201241,sibling_any
Q121863279,Q125986300,sibling_any
Q121863279,Q96201241,sibling_any
Q122259973,Q16845627,sibling_any
Q122260331,Q90162822,sibling_any
Q122261817,Q75764956,sibling_any
Q122361445,Q136506456,sibling_any
Q122361445,Q75241245,sibling_any
Q122362846,Q75972656,sibling_any
Q122362846,Q75972843,sibling_any
Q122364354,Q75433099,sibling_any
Q122364354,Q96311657,sibling_any
Q122364575,Q76031800,sibling_any
Q122364575,Q99803789,sibling_any
Q123336416,Q22302383,sibling_any
Q123668403,Q76197503,sibling_any
Q123729264,Q131179528,sibling_any
Q123729264,Q99399789,sibling_any
Q123930131,Q96202585,sibling_any
Q124007704,Q90163166,sibling_any
Q124007704,Q96201230,sibling_any
Q124007704,Q99249854,sibling_any
Q124049000,Q126681359,sibling_any
Q124066750,Q96076725,sibling_any
Q124704707,Q4725858,sibling_any
Q124704707,Q5362776,sibling_any
Q124704707,Q6205590,sibling_any
Q124704707,Q715792,sibling_any
Q124704707,Q75251080,sibling_any
Q124704707,Q75382747,sibling_any
Q124744652,Q96777045,sibling_any
Q125223690,Q125223923,sibling_any
Q125223690,Q125230058,sibling_any
Q125223889,Q125224172,sibling_any
Q125223889,Q125224210,sibling_any
Q125223889,Q131364646,sibling_any
Q125223923,Q125230058,sibling_any
Q125224172,Q125224210,sibling_any
Q125224172,Q131364646,sibling_any
Q125224210,Q131364646,sibling_any
Q125417224,Q131447983,sibling_any
Q125417224,Q96216560,sibling_any
Q125417244,Q131447977,sibling_any
Q125417244,Q96216563,sibling_any
Q125604199,Q99769237,sibling_any
Q125986300,Q96201241,sibling_any
Q126098281,Q130215751,sibling_any
Q126098281,Q132528670,sibling_any
Q126098283,Q130320501,sibling_any
Q126890776,Q128210460,sibling_any
Q126890776,Q129679148,sibling_any
Q126890776,Q131154569,sibling_any
Q127227267,Q52846541,sibling_any
Q127227267,Q5343554,sibling_any
Q127227841,Q75927688,sibling_any
Q127227841,Q76154851,sibling_any
Q128210460,Q129679148,sibling_any
Q128210460,Q131154569,sibling_any
Q128809143,Q135841386,sibling_any
Q128809143,Q96199475,sibling_any
Q129679148,Q131154569,sibling_any
Q129910745,Q131369585,sibling_any
Q129910745,Q97094276,sibling_any
Q130215751,Q132528670,sibling_any
Q130335812,Q98967081,sibling_any
Q130338874,Q96244000,sibling_any
Q130338874,Q99070408,sibling_any
Q130338909,Q96244030,sibling_any
Q130339177,Q130339229,sibling_any
Q130339232,Q99070332,sibling_any
Q130339411,Q75860163,sibling_any
Q130339411,Q96075968,sibling_any
Q130339411,Q98967092,sibling_any
Q130339412,Q75776431,sibling_any
Q130340340,Q99069899,sibling_any
Q130340340,Q99082619,sibling_any
Q130340374,Q75961231,sibling_any
Q130340374,Q76214376,sibling_any
Q130340470,Q75961232,sibling_any
Q130340475,Q75961232,sibling_any
Q130353223,Q75255418,sibling_any
Q130353223,Q96318426,sibling_any
Q130353227,Q75558031,sibling_any
Q130353227,Q8007582,sibling_any
Q130353227,Q98103245,sibling_any
Q130353227,Q98967083,sibling_any
Q130353227,Q99107561,sibling_any
Q130358745,Q130358785,sibling_any
Q130358745,Q131347206,sibling_any
Q130358745,Q133461301,sibling_any
Q130358745,Q96244028,sibling_any
Q130358785,Q131347206,sibling_any
Q130358785,Q133461301,sibling_any
Q130358785,Q96244028,sibling_any
Q130358908,Q99070397,sibling_any
Q130391297,Q27493894,sibling_any
Q130391297,Q3431392,sibling_any
Q130391297,Q61971749,sibling_any
Q130391297,Q75257696,sibling_any
Q130391297,Q75389443,sibling_any
Q130648060,Q75926037,sibling_any
Q130648060,Q75926039,sibling_any
Q130648366,Q18821787,sibling_any
Q130648366,Q76214372,sibling_any
Q130648366,Q76214373,sibling_any
Q130728660,Q96198423,sibling_any
Q130919959,Q131356643,sibling_any
Q130987089,Q99769145,sibling_any
Q130987089,Q99769198,sibling_any
Q130987089,Q99769425,sibling_any
Q131154601,Q75764954,sibling_any
Q131179528,Q99399789,sibling_any
Q131299979,Q131300012,sibling_any
Q131299979,Q131584766,sibling_any
Q131300008,Q131584775,sibling_any
Q131300012,Q131584766,sibling_any
Q131347206,Q133461301,sibling_any
Q131347206,Q96244028,sibling_any
Q131355888,Q92327581,sibling_any
Q131355888,Q96372447,sibling_any
Q131355888,Q96413885,sibling_any
Q131355888,Q97041384,sibling_any
Q131355888,Q99856316,sibling_any
Q131356672,Q96216561,sibling_any
Q131366956,Q75765858,sibling_any
Q131369585,Q97094276,sibling_any
Q131447977,Q96216563,sibling_any
Q131447983,Q96216560,sibling_any
Q131577421,Q75764610,sibling_any
Q131577421,Q96305878,sibling_any
Q131741162,Q96219189,sibling_any
Q131784453,Q4725958,sibling_any
Q131784453,Q75453577,sibling_any
Q131786919,Q6779107,sibling_any
Q131786919,Q96199479,sibling_any
Q131786919,Q96201661,sibling_any
Q131786919,Q97094795,sibling_any
Q131787330,Q96199478,sibling_any
Q131787330,Q97094802,sibling_any
Q131787339,Q97094808,sibling_any
Q132132332,Q97094807,sibling_any
Q133264155,Q96311647,sibling_any
Q133264155,Q96311742,sibling_any
Q133461211,Q75961236,sibling_any
Q133461211,Q76273180,sibling_any
Q133461301,Q96244028,sibling_any
Q134471606,Q5362782,sibling_any
Q135286366,Q135286433,sibling_any
Q135286366,Q96311147,sibling_any
Q135286433,Q96311147,sibling_any
Q135682229,Q96244059,sibling_any
Q135682229,Q98399850,sibling_any
Q135841386,Q96199475,sibling_any
Q136243199,Q61911816,sibling_any
Q136243199,Q75613020,sibling_any
Q136243199,Q75769369,sibling_any
Q136243199,Q96075964,sibling_any
Q136336570,Q6256452,sibling_any
Q136336570,Q76153757,sibling_any
Q136336570,Q76323842,sibling_any
Q136506456,Q75241245,sibling_any
Q136506456,Q99082569,sibling_any
Q136506497,Q99082540,sibling_any
Q14940017,Q4772162,sibling_any
Q14940017,Q75609668,sibling_any
Q14940017,Q75609676,sibling_any
Q14940017,Q75609679,sibling_any
Q14940017,Q75609681,sibling_any
Q14940017,Q75612429,sibling_any
Q14940017,Q96075543,sibling_any
Q15441865,Q75927711,sibling_any
Q15441865,Q75927714,sibling_any
Q15441865,Q75927717,sibling_any
Q15441865,Q75927719,sibling_any
Q15441865,Q75927722,sibling_any
Q15441865,Q75927725,sibling_any
Q15441865,Q75927726,sibling_any
Q15441865,Q75927729,sibling_any
Q15917318,Q16854050,sibling_any
Q15917318,Q99928371,sibling_any
Q16152750,Q90162863,sibling_any
Q16152750,Q92371644,sibling_any
Q16851845,Q16859354,sibling_any
Q16854048,Q96216128,sibling_any
Q16854048,Q97103884,sibling_any
Q16854049,Q96217463,sibling_any
Q16854050,Q99928371,sibling_any
Q16859779,Q96244272,sibling_any
Q16863406,Q76201129,sibling_any
Q1701151,Q26221371,sibling_any
Q1701151,Q61913375,sibling_any
Q1701151,Q6739909,sibling_any
Q1701151,Q75239847,sibling_any
Q1701151,Q75253659,sibling_any
Q17138647,Q5354429,sibling_any
Q17138647,Q6265597,sibling_any
Q17138647,Q711992,sibling_any
Q17138647,Q76263773,sibling_any
Q17140018,Q7344361,sibling_any
Q17140018,Q75574005,sibling_any
Q17140018,Q76268796,sibling_any
Q17140018,Q8009090,sibling_any
Q17140018,Q99067957,sibling_any
Q18203821,Q18535667,sibling_any
Q18203821,Q6758768,sibling_any
Q18203821,Q7321853,sibling_any
Q18203821,Q76273220,sibling_any
Q1840340,Q5233363,sibling_any
Q18531404,Q76297251,sibling_any
Q18531404,Q99767733,sibling_any
Q18535667,Q6758768,sibling_any
Q18535667,Q7321853,sibling_any
Q18535667,Q76273220,sibling_any
Q18535774,Q317279,sibling_any
Q18535774,Q76273217,sibling_any
Q18535774,Q7851359,sibling_any
Q18546885,Q18681528,sibling_any
Q18546885,Q75792220,sibling_any
Q18576361,Q75241172,sibling_any
Q18576361,Q75560944,sibling_any
Q18672619,Q96311202,sibling_any
Q18672778,Q75241183,sibling_any
Q18672778,Q75616820,sibling_any
Q18672778,Q76329294,sibling_any
Q18681528,Q75792220,sibling_any
Q18730241,Q27990227,sibling_any
Q18810612,Q18875700,sibling_any
Q18810612,Q75645598,sibling_any
Q18821787,Q76214372,sibling_any
Q18821787,Q76214373,sibling_any
Q18875700,Q75645598,sibling_any
Q18922323,Q98967076,sibling_any
Q20065311,Q75400613,sibling_any
Q20065311,Q75418812,sibling_any
Q20065311,Q75418817,sibling_any
Q20713522,Q96213070,sibling_any
Q2159225,Q61962934,sibling_any
Q2159225,Q75241186,sibling_any
Q2159225,Q75268130,sibling_any
Q2159225,Q76169677,sibling_any
Q2168348,Q75772979,sibling_any
Q2168348,Q76165875,sibling_any
Q2168348,Q76315785,sibling_any
Q2168348,Q76315786,sibling_any
Q2168348,Q76345016,sibling_any
Q22276668,Q22276670,sibling_any
Q22276668,Q292708,sibling_any
Q22276668,Q36215,sibling_any
Q22276670,Q292708,sibling_any
Q22276670,Q36215,sibling_any
Q23011254,Q23011256,sibling_any
Q23011254,Q23011257,sibling_any
Q23011256,Q23011257,sibling_any
Q23661898,Q75464240,sibling_any
Q23661898,Q75517094,sibling_any
Q23661898,Q76248176,sibling_any
Q23661898,Q99803886,sibling_any
Q23784752,Q312556,sibling_any
Q25183361,Q96480382,sibling_any
Q25712290,Q76201125,sibling_any
Q25712290,Q76220738,sibling_any
Q2581065,Q75257135,sibling_any
Q2581065,Q76238123,sibling_any
Q26218366,Q27956858,sibling_any
Q26218366,Q75420128,sibling_any
Q26218366,Q75420130,sibling_any
Q26218366,Q76008792,sibling_any
Q26218366,Q76008794,sibling_any
Q26218366,Q76008795,sibling_any
Q26218366,Q7607464,sibling_any
Q26218366,Q98967174,sibling_any
Q26221371,Q61913375,sibling_any
Q26221371,Q6739909,sibling_any
Q26221371,Q75239847,sibling_any
Q26221371,Q75253659,sibling_any
Q27493894,Q3431392,sibling_any
Q27493894,Q61971749,sibling_any
Q27493894,Q75257696,sibling_any
Q27493894,Q75389443,sibling_any
Q27956858,Q75420128,sibling_any
Q27956858,Q75420130,sibling_any
Q27956858,Q76008792,sibling_any
Q27956858,Q76008794,sibling_any
Q27956858,Q76008795,sibling_any
Q27956858,Q7607464,sibling_any
Q27956858,Q98967174,sibling_any
Q27978779,Q75271895,sibling_any
Q27978779,Q87653589,sibling_any
Q27978779,Q99066601,sibling_any
Q28321778,Q60627637,sibling_any
Q28321778,Q96318418,sibling_any
Q289571,Q484669,sibling_any
Q289571,Q736477,sibling_any
Q289571,Q741784,sibling_any
Q292708,Q36215,sibling_any
Q317279,Q76273217,sibling_any
Q317279,Q7851359,sibling_any
Q3431392,Q61971749,sibling_any
Q3431392,Q75257696,sibling_any
Q3431392,Q75389443,sibling_any
Q4079744,Q7173047,sibling_any
Q4079744,Q7647504,sibling_any
Q44507372,Q76165871,sibling_any
Q47213,Q56222319,sibling_any
Q4725858,Q5362776,sibling_any
Q4725858,Q6205590,sibling_any
Q4725858,Q715792,sibling_any
Q4725858,Q75251080,sibling_any
Q4725858,Q75382747,sibling_any
Q4725958,Q75453577,sibling_any
Q4772162,Q75609668,sibling_any
Q4772162,Q75609676,sibling_any
Q4772162,Q75609679,sibling_any
Q4772162,Q75609681,sibling_any
Q4772162,Q75612429,sibling_any
Q4772162,Q96075543,sibling_any
Q4772765,Q6240414,sibling_any
Q484669,Q736477,sibling_any
Q484669,Q741784,sibling_any
Q51857953,Q76183946,sibling_any
Q51857953,Q7964279,sibling_any
Q51862057,Q61962932,sibling_any
Q51862057,Q75299012,sibling_any
Q51862057,Q76154646,sibling_any
Q51862142,Q7351439,sibling_any
Q5284,Q92466067,sibling_any
Q5284,Q92466304,sibling_any
Q52846541,Q5343554,sibling_any
Q5339478,Q76331526,sibling_any
Q5341845,Q61913325,sibling_any
Q5341845,Q76165873,sibling_any
Q5341845,Q76183945,sibling_any
Q5341845,Q76345443,sibling_any
Q5341845,Q76345450,sibling_any
Q5341845,Q76345463,sibling_any
Q5341845,Q76345465,sibling_any
Q5354429,Q6265597,sibling_any
Q5354429,Q711992,sibling_any
Q5354429,Q76263773,sibling_any
Q5362663,Q75523325,sibling_any
Q5362776,Q6205590,sibling_any
Q5362776,Q715792,sibling_any
Q5362776,Q75251080,sibling_any
Q5362776,Q75382747,sibling_any
Q5553473,Q75774933,sibling_any
Q55721066,Q76197507,sibling_any
Q55721066,Q84284455,sibling_any
Q56176617,Q99068480,sibling_any
Q5722188,Q76101065,sibling_any
Q58327962,Q90177625,sibling_any
Q5930543,Q98967065,sibling_any
Q60627637,Q96318418,sibling_any
Q61895868,Q61913341,sibling_any
Q61911768,Q75933747,sibling_any
Q61911816,Q75613020,sibling_any
Q61911816,Q75769369,sibling_any
Q61911816,Q96075964,sibling_any
Q61913325,Q76165873,sibling_any
Q61913325,Q76183945,sibling_any
Q61913325,Q76345443,sibling_any
Q61913325,Q76345450,sibling_any
Q61913325,Q76345463,sibling_any
Q61913325,Q76345465,sibling_any
Q61913340,Q76174313,sibling_any
Q61913340,Q76183965,sibling_any
Q61913340,Q76345429,sibling_any
Q61913340,Q76345433,sibling_any
Q61913340,Q76345437,sibling_any
Q61913340,Q76345439,sibling_any
Q61913340,Q76358329,sibling_any
Q61913375,Q6739909,sibling_any
Q61913375,Q75239847,sibling_any
Q61913375,Q75253659,sibling_any
Q61927402,Q75811441,sibling_any
Q61927402,Q75811446,sibling_any
Q61927402,Q99804421,sibling_any
Q61962932,Q75299012,sibling_any
Q61962932,Q76154646,sibling_any
Q61962934,Q75241186,sibling_any
Q61962934,Q75268130,sibling_any
Q61962934,Q76169677,sibling_any
Q61963533,Q61971044,sibling_any
Q61971583,Q76183944,sibling_any
Q61971749,Q75257696,sibling_any
Q61971749,Q75389443,sibling_any
Q6205590,Q715792,sibling_any
Q6205590,Q75251080,sibling_any
Q6205590,Q75382747,sibling_any
Q6219518,Q75268879,sibling_any
Q6228565,Q75565179,sibling_any
Q6228565,Q75723425,sibling_any
Q6236610,Q96201232,sibling_any
Q6239433,Q6525377,sibling_any
Q6239433,Q96077371,sibling_any
Q6239433,Q99735441,sibling_any
Q6240151,Q91555997,sibling_any
Q6240151,Q91555999,sibling_any
Q6256452,Q76153757,sibling_any
Q6256452,Q76323842,sibling_any
Q6257124,Q97568561,sibling_any
Q6257369,Q98961916,sibling_any
Q6257376,Q75541548,sibling_any
Q6257376,Q76344535,sibling_any
Q6265597,Q711992,sibling_any
Q6265597,Q76263773,sibling_any
Q6290416,Q96219140,sibling_any
Q6525377,Q96077371,sibling_any
Q6525377,Q99735441,sibling_any
Q6739909,Q75239847,sibling_any
Q6739909,Q75253659,sibling_any
Q6758768,Q7321853,sibling_any
Q6758768,Q76273220,sibling_any
Q6779107,Q96199479,sibling_any
Q6779107,Q96201661,sibling_any
Q6779107,Q97094795,sibling_any
Q6792880,Q75401042,sibling_any
Q6792880,Q75926333,sibling_any
Q6792880,Q75926334,sibling_any
Q6792880,Q75926337,sibling_any
Q6793015,Q99068149,sibling_any
Q711992,Q76263773,sibling_any
Q715792,Q75251080,sibling_any
Q715792,Q75382747,sibling_any
Q7173047,Q7647504,sibling_any
Q720766,Q76021497,sibling_any
Q720766,Q88218120,sibling_any
Q7287258,Q75978217,sibling_any
Q7287258,Q76183947,sibling_any
Q7287258,Q76183949,sibling_any
Q7287258,Q76183957,sibling_any
Q7308908,Q7794998,sibling_any
Q7308908,Q98967094,sibling_any
Q7321853,Q76273220,sibling_any
Q7324124,Q75926793,sibling_any
Q7324124,Q75926807,sibling_any
Q7324902,Q89267333,sibling_any
Q7324902,Q91807710,sibling_any
Q7324902,Q96202293,sibling_any
Q7326109,Q98053399,sibling_any
Q7344361,Q75574005,sibling_any
Q7344361,Q76268796,sibling_any
Q7344361,Q8009090,sibling_any
Q7344361,Q99067957,sibling_any
Q7345699,Q75248362,sibling_any
Q7345699,Q75521043,sibling_any
Q7345699,Q76154810,sibling_any
Q7345699,Q76154879,sibling_any
Q7351373,Q76048561,sibling_any
Q7351373,Q99070350,sibling_any
Q736477,Q741784,sibling_any
Q75239847,Q75253659,sibling_any
Q75240092,Q75279212,sibling_any
Q75240092,Q75517581,sibling_any
Q75240092,Q76165878,sibling_any
Q75240092,Q76328218,sibling_any
Q75240092,Q76353308,sibling_any
Q75240092,Q76353310,sibling_any
Q75240092,Q76353312,sibling_any
Q75240092,Q76353313,sibling_any
Q75241165,Q75387414,sibling_any
Q75241165,Q75565176,sibling_any
Q75241172,Q75560944,sibling_any
Q75241175,Q75811436,sibling_any
Q75241175,Q76277946,sibling_any
Q75241175,Q76277947,sibling_any
Q75241183,Q75616820,sibling_any
Q75241183,Q76329294,sibling_any
Q75241186,Q75268130,sibling_any
Q75241186,Q76169677,sibling_any
Q75241198,Q99211427,sibling_any
Q75241204,Q76322600,sibling_any
Q75241204,Q96318406,sibling_any
Q75241212,Q75787328,sibling_any
Q75241212,Q934384,sibling_any
Q75241251,Q75958880,sibling_any
Q75241252,Q99068428,sibling_any
Q75241252,Q99070448,sibling_any
Q75241287,Q75248129,sibling_any
Q75241287,Q75248195,sibling_any
Q75241287,Q75248201,sibling_any
Q75241287,Q75248230,sibling_any
Q75241287,Q75248237,sibling_any
Q75247595,Q99070276,sibling_any
Q75248129,Q75248195,sibling_any
Q75248129,Q75248201,sibling_any
Q75248129,Q75248230,sibling_any
Q75248129,Q75248237,sibling_any
Q75248195,Q75248201,sibling_any
Q75248195,Q75248230,sibling_any
Q75248195,Q75248237,sibling_any
Q75248201,Q75248230,sibling_any
Q75248201,Q75248237,sibling_any
Q75248230,Q75248237,sibling_any
Q75248236,Q76253975,sibling_any
Q75248362,Q75521043,sibling_any
Q75248362,Q76154810,sibling_any
Q75248362,Q76154879,sibling_any
Q75251080,Q75382747,sibling_any
Q75255418,Q96318426,sibling_any
Q75257135,Q76238123,sibling_any
Q75257696,Q75389443,sibling_any
Q75268130,Q76169677,sibling_any
Q75271437,Q75418810,sibling_any
Q75271575,Q75420107,sibling_any
Q75271575,Q75420110,sibling_any
Q75271575,Q7795453,sibling_any
Q75271895,Q87653589,sibling_any
Q75271895,Q99066601,sibling_any
Q75271898,Q75401041,sibling_any
Q75271898,Q75645577,sibling_any
Q75271898,Q75955684,sibling_any
Q75279212,Q75517581,sibling_any
Q75279212,Q76165878,sibling_any
Q75279212,Q76328218,sibling_any
Q75279212,Q76353308,sibling_any
Q75279212,Q76353310,sibling_any
Q75279212,Q76353312,sibling_any
Q75279212,Q76353313,sibling_any
Q7529771,Q75826767,sibling_any
Q7529771,Q76332923,sibling_any
Q7529771,Q76332924,sibling_any
Q75299012,Q76154646,sibling_any
Q75299337,Q75981774,sibling_any
Q75299337,Q96318428,sibling_any
Q75382824,Q75446938,sibling_any
Q75382824,Q75587674,sibling_any
Q75382824,Q75771262,sibling_any
Q75387414,Q75565176,sibling_any
Q75387654,Q75933583,sibling_any
Q75389481,Q99082377,sibling_any
Q75400613,Q75418812,sibling_any
Q75400613,Q75418817,sibling_any
Q75401041,Q75645577,sibling_any
Q75401041,Q75955684,sibling_any
Q75401042,Q75926333,sibling_any
Q75401042,Q75926334,sibling_any
Q75401042,Q75926337,sibling_any
Q75401045,Q75675922,sibling_any
Q75401045,Q75776170,sibling_any
Q75401045,Q75926779,sibling_any
Q75401045,Q75927104,sibling_any
Q75401045,Q75927107,sibling_any
Q75401045,Q75927109,sibling_any
Q75401045,Q75927110,sibling_any
Q75401045,Q75927113,sibling_any
Q75401045,Q75927114,sibling_any
Q75401045,Q75927117,sibling_any
Q75401045,Q75927442,sibling_any
Q75401045,Q75927451,sibling_any
Q75401045,Q75927943,sibling_any
Q75418812,Q75418817,sibling_any
Q75420107,Q75420110,sibling_any
Q75420107,Q7795453,sibling_any
Q75420110,Q7795453,sibling_any
Q75420128,Q75420130,sibling_any
Q75420128,Q76008792,sibling_any
Q75420128,Q76008794,sibling_any
Q75420128,Q76008795,sibling_any
Q75420128,Q7607464,sibling_any
Q75420128,Q98967174,sibling_any
Q75420130,Q76008792,sibling_any
Q75420130,Q76008794,sibling_any
Q75420130,Q76008795,sibling_any
Q75420130,Q7607464,sibling_any
Q75420130,Q98967174,sibling_any
Q75433099,Q96311657,sibling_any
Q75443650,Q90177947,sibling_any
Q75446938,Q75587674,sibling_any
